model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Aurora-9,Mistral AI,2021,v3.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Open,Research,0,Large,201952179,High,Open-Source
Neptune-1,Google AI,2023,v4.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Closed,Open,0,Small,244260468,Medium,Open-Source
Atlas-7,NeuralWorks,2024,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,API,Commercial,0,Large,197591655,High,Open-Source
Nimbus-4,Meta AI,2023,v5.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Open,Research,0,Small,120737198,Medium,Enterprise
Helios-7,NeuralWorks,2018,v4.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,API,Research,1,Medium,17385477,High,Research
Atlas-4,DeepMind,2021,v5.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Research,0,Medium,2649393,Medium,Enterprise
Neptune-3,NeuralWorks,2024,v3.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Open,1,Small,296608612,Medium,Enterprise
Helios-6,Cohere,2019,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Open,Open,1,Large,181846300,Low,Open-Source
Nova-5,Cohere,2020,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Open,Commercial,0,Small,4496816,High,Enterprise
Helios-7,Cohere,2019,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Research,1,Small,26724785,Low,Open-Source
Vertex-1,NeuralWorks,2022,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Closed,Research,0,Large,239002184,High,Enterprise
Atlas-1,Baidu,2021,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,API,Commercial,1,Small,32236220,High,Enterprise
Atlas-7,Cohere,2020,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Open,1,Medium,26606117,Low,Enterprise
Nimbus-2,DeepMind,2018,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Open,Commercial,0,Small,72224337,Medium,Open-Source
Atlas-4,Baidu,2024,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Open,0,Small,88715482,Low,Enterprise
Neptune-4,Cohere,2021,v5.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Research,0,Small,241244018,Low,Enterprise
Vertex-5,DeepMind,2022,v5.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,Closed,Commercial,0,Small,232477125,Medium,Open-Source
Aurora-4,Mistral AI,2021,v3.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Closed,Open,1,Large,276624583,Low,Enterprise
Neptune-1,Meta AI,2019,v4.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,API,Commercial,0,Large,294198667,Medium,Research
Cosmos-8,Anthropic,2024,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Closed,Research,1,Small,242400390,High,Open-Source
Cosmos-9,Cohere,2024,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Open,Commercial,0,Small,197004216,Low,Research
Vertex-3,Google AI,2020,v2.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Closed,Open,1,Small,180879145,High,Enterprise
Neptune-5,Cohere,2020,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Commercial,1,Large,22171406,High,Enterprise
Vertex-5,Anthropic,2024,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Open,Commercial,0,Large,124372435,High,Open-Source
Helios-5,AI Labs,2022,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Commercial,1,Small,237977806,Low,Open-Source
Atlas-4,AI Labs,2024,v4.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Commercial,1,Medium,42871558,High,Enterprise
Cosmos-8,NeuralWorks,2025,v4.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Open,Commercial,0,Medium,21497691,High,Research
Zenith-9,OpenAI,2024,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,API,Commercial,1,Medium,179175070,High,Open-Source
Nimbus-1,OpenAI,2019,v2.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Research,1,Medium,212563112,Low,Enterprise
Zenith-5,Meta AI,2021,v2.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Open,0,Medium,218379600,Low,Research
Neptune-6,Meta AI,2023,v4.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Closed,Open,0,Large,120330528,Medium,Enterprise
Nimbus-6,Google AI,2021,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,API,Commercial,1,Medium,175148229,Low,Open-Source
Zenith-8,DeepMind,2022,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,Open,Commercial,1,Small,26173791,Low,Open-Source
Zenith-4,DeepMind,2018,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Commercial,1,Small,176432143,Medium,Open-Source
Neptune-4,Meta AI,2023,v5.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Closed,Commercial,1,Small,9620404,High,Research
Atlas-2,DeepMind,2019,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Open,1,Large,33288665,High,Enterprise
Atlas-8,OpenAI,2022,v3.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Open,Commercial,1,Medium,32336702,Medium,Open-Source
Vertex-7,Mistral AI,2025,v3.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Commercial,1,Large,183287111,High,Open-Source
Helios-6,Baidu,2022,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,API,Commercial,1,Small,74081699,Low,Open-Source
Aurora-3,DeepMind,2023,v2.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Research,1,Medium,38174326,Low,Research
Zenith-6,Mistral AI,2018,v5.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,1,Closed,Commercial,1,Medium,264404656,Low,Research
Nova-7,Mistral AI,2025,v3.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Open,0,Medium,155572258,Low,Enterprise
Vertex-4,Meta AI,2019,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Research,1,Large,50716442,Low,Research
Aurora-2,AI Labs,2021,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Research,0,Medium,217909463,High,Enterprise
Neptune-8,Meta AI,2020,v3.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Open,1,Medium,73835473,Medium,Open-Source
Nimbus-1,Baidu,2020,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Closed,Research,0,Large,236974369,Low,Research
Cosmos-3,Google AI,2025,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Closed,Research,0,Small,115943253,High,Open-Source
Atlas-2,Cohere,2023,v5.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Commercial,1,Large,132276307,High,Enterprise
Nova-6,AI Labs,2022,v3.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Open,Research,1,Medium,133679752,Low,Open-Source
Zenith-5,DeepMind,2025,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Open,Open,0,Medium,38517870,Low,Open-Source
Zenith-4,NeuralWorks,2025,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Open,Open,0,Small,81122388,Low,Research
Neptune-3,Baidu,2024,v1.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Closed,Open,1,Large,250968178,High,Open-Source
Vertex-8,Baidu,2021,v3.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Open,Research,0,Small,150320004,Medium,Open-Source
Helios-2,NeuralWorks,2023,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,API,Open,0,Small,81109395,High,Research
Atlas-6,OpenAI,2019,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,API,Research,0,Large,224115179,Medium,Open-Source
Nova-8,Google AI,2019,v2.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Research,0,Large,248145709,Medium,Research
Atlas-1,Google AI,2019,v1.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Open,Research,0,Large,18135501,Medium,Enterprise
Zenith-9,Mistral AI,2021,v2.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Closed,Commercial,1,Small,288842515,Low,Research
Atlas-8,DeepMind,2019,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Open,1,Large,282758649,Low,Open-Source
Aurora-6,Meta AI,2020,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Commercial,1,Large,205277030,Low,Enterprise
Aurora-4,NeuralWorks,2023,v2.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Closed,Research,0,Medium,103411581,Medium,Open-Source
Vertex-6,AI Labs,2023,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Open,Open,0,Small,76616025,Medium,Enterprise
Helios-2,Baidu,2020,v4.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Open,0,Medium,46834598,Medium,Research
Nimbus-1,Cohere,2021,v2.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Closed,Research,0,Small,154252913,Low,Enterprise
Aurora-2,OpenAI,2023,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,API,Research,1,Medium,187848324,Medium,Research
Helios-3,Anthropic,2022,v4.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Open,Research,0,Large,32889313,Low,Enterprise
Neptune-1,Anthropic,2018,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Closed,Research,1,Small,228528725,High,Open-Source
Vertex-1,AI Labs,2019,v3.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Closed,Open,0,Medium,46330689,Low,Research
Aurora-7,Mistral AI,2019,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,Open,Commercial,1,Large,148933594,Medium,Open-Source
Nova-7,Meta AI,2019,v2.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Open,1,Medium,229657824,High,Enterprise
